# basin_id,lat,lon,cluster_id,RMSE,NSE,KGE,MAE,TRMSE,                Q0-10_RMSE,Q0-10_NSE,Q0-10_KGE,Q0-10_MAE,Q0-10_TRMSE,                Q10-25_RMSE,Q10-25_NSE,Q10-25_KGE,Q10-25_MAE,Q10-25_TRMSE,                Q25-50_RMSE,Q25-50_NSE,Q25-50_KGE,Q25-50_MAE,Q25-50_TRMSE,                Q50-75_RMSE,Q50-75_NSE,Q50-75_KGE,Q50-75_MAE,Q50-75_TRMSE,                Q75-90_RMSE,Q75-90_NSE,Q75-90_KGE,Q75-90_MAE,Q75-90_TRMSE,                Q90-100_RMSE,Q90-100_NSE,Q90-100_KGE,Q90-100_MAE,Q90-100_TRMSE,                Volume_bias,variance_bias,Q0-10_volume_bias,Q0-10_variance_bias,                Q10-25_volume_bias,Q10-25_variance_bias, Q25-50_volume_bias,Q25-50_variance_bias,                Q50-75_volume_bias,Q50-75_variance_bias, Q75-90_volume_bias,Q75-90_variance_bias,                Q90-100_volume_bias,Q90-100_variance_bias,FDC_slope_bias,E50,winter_volume_bias, spring_volume_bias, summer_volume_bias, fall_volume_bias
02298123,27.052000,-81.784530,6,655.31156,-0.08873,-0.16432,5.79787,119.32147,62.88309,-1395.54062,-22.56439,2.80131,30.09161,69.40391,-1208.53160,-19.01858,2.43963,30.97002,93.83538,-130.73761,-7.41772,2.12032,33.54632,110.47995,-7.78034,-1.01985,2.45485,31.60110,214.05017,-5.21114,-0.23159,7.71334,51.69068,594.83920,-4.87021,-0.31165,28.46439,87.04627,-42.19426,-87.84062,1421.37464,38935.06357,520.34405,41128.12717,174.38054,8339.00690,24.59155,662.16853,-63.02535,82.80525,-86.73913,-76.04673,-45.26322,104.00000,136.98808,130.75960,-66.38329,-60.63301,   nan,   nan,   nan,   nan,   nan,
02297310,27.199490,-81.988420,6,377.55067,-0.10534,0.12472,4.05570,95.51606,62.23712,-9079.71822,-73.85445,2.68802,30.10664,89.23343,-10305.58621,-73.27927,2.66375,34.93927,113.20119,-468.51708,-13.22962,2.90429,44.40922,117.98877,-22.49020,-2.27747,2.62200,34.70003,135.21473,-6.96592,-0.75363,4.25340,32.59899,292.72779,-3.69568,-0.06261,13.67206,52.50894,7.98363,-62.78940,5148.90165,306017.67639,1433.77203,545660.85291,572.78783,19497.81604,103.22574,1439.86711,-31.90333,445.11335,-70.15815,-29.22144,-9.13655,128.00000,207.67629,167.82136,-22.19668,-33.23748,   nan,   nan,   nan,   nan,   nan,
02298608,27.343660,-82.156760,6,371.70832,0.04833,-0.05853,3.06085,82.27333,43.51941,-4914.46960,-57.57748,1.96799,24.29599,33.79598,-1058.75441,-16.14286,1.24824,20.53464,56.69682,-127.11849,-6.64676,1.36129,26.25149,55.31163,-6.21156,-0.68107,1.32774,21.88843,90.60486,-5.91969,-0.19092,3.44396,31.21041,347.34395,-1.68913,-0.32571,14.85235,60.12154,-31.78003,-91.07193,4606.36958,138034.52033,696.78072,27558.57532,274.85555,6442.49607,40.57070,438.49249,-54.35679,84.71515,-81.02609,-88.97756,-42.33632,45.00000,91.40594,32.08172,-53.82463,-50.99247,   nan,   nan,   nan,   nan,   nan,
02296500,27.375040,-81.796470,6,677.06494,-0.03298,0.07875,6.29344,120.06817,102.42639,-26766.38142,-115.33399,4.11279,38.99078,114.62120,-10077.76218,-67.40080,3.76274,42.57365,166.55071,-493.60430,-15.29685,3.78878,52.98601,161.33771,-23.09172,-2.56285,3.44275,39.29479,192.53403,-6.97072,-0.80668,5.77210,37.75709,586.47199,-2.76768,-0.22535,26.45093,72.84486,-7.38012,-74.04701,4731.60994,1150649.66655,1626.76551,454585.66468,571.69658,26247.81580,92.99564,1760.51216,-30.14862,519.15892,-75.07645,-61.76715,   nan,84.00000,174.80220,159.76690,-37.95976,-38.48153,   nan,   nan,   nan,   nan,   nan,
02299950,27.473650,-82.211200,6,262.14335,0.19580,0.10676,2.03169,62.17095,24.29866,-943.01971,-15.10937,1.18931,16.27459,25.61908,-1555.61851,-15.28556,1.02063,16.64646,37.46768,-369.62761,-8.05021,1.08492,22.31508,42.88318,-19.24785,-1.81690,0.97967,19.70241,47.84171,-2.91210,-0.09571,1.63724,18.69103,248.87899,-0.79790,-0.15236,9.93384,45.69199,-17.85144,-91.98592,1191.70244,13819.97356,471.82438,27311.19988,305.43557,8871.58075,99.30476,1098.64522,-33.89060,107.47090,-75.55033,-91.49323,-28.04555,28.00000,128.73143,88.32484,-52.30230,-30.66942,   nan,   nan,   nan,   nan,   nan,
08194200,27.965010,-98.966970,5,999.98744,-2.44416,-2.89668,3.84439,113.17324,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,543.89217,-1308420616.95562,-40193.83031,2.02944,77.97713,311.11520,-232032.37790,-482.44588,3.98690,49.73171,779.33530,-1.23343,-0.27974,17.15571,65.22659,374.04113,193.81042,   nan,   nan,   nan,   nan,   nan,   nan,1889337.94751,125873554979.94626,15293.76936,21124634.72275,93.47093,58.22931,   nan,16.00000,1140.75430,2014.51888,206.69220,216.21009,   nan,   nan,   nan,   nan,   nan,
08189500,28.291950,-97.279160,5,894.24886,-0.00791,-0.47679,6.11779,139.00986,55.81259,-805878343.25284,-32410.47624,0.80313,17.45314,59.67750,-2001328.11027,-1376.93975,0.70821,19.98997,216.31599,-18810.04259,-132.98792,3.74227,62.68192,273.90616,-8232.07230,-54.15111,7.64489,82.54825,273.96011,-2999.74970,-42.73949,7.28910,61.92818,772.09665,0.07110,-0.01036,19.71076,63.57041,122.83076,-68.75779,1745209.80630,74598268797.16086,22382.08886,185134023.27416,6664.15195,1374362.04267,1890.67324,278674.13025,824.93737,192991.87684,-47.30667,-85.93889,   nan,15.00000,122.38206,115.60992,110.30405,147.92356,   nan,   nan,   nan,   nan,   nan,
08176900,28.861650,-97.226380,6,502.80737,0.07635,-0.50147,3.23835,94.36039,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,103.26355,-6194.70928,-83.53014,0.81143,37.61747,148.25293,-6179.55314,-51.78963,3.94430,57.64079,158.54084,-751.56155,-18.50610,5.29973,49.56271,441.63080,0.15427,0.06654,10.47786,41.35076,128.31613,-71.43932,   nan,   nan,   nan,   nan,4122.50138,559264.63173,1708.48783,259409.14067,748.79634,35928.95526,-30.54427,-89.30735,   nan,4.00000,76.32278,92.67951,126.35827,334.07819,   nan,   nan,   nan,   nan,   nan,
02235200,28.874530,-81.489380,7,185.19095,-1.06301,-0.31597,2.10064,68.50089,55.02982,-17858.72570,-72.22157,2.51645,27.66780,61.07989,-8913.05368,-50.13059,2.22292,30.99967,77.76182,-1186.81069,-21.55657,1.94950,35.31321,76.02339,-58.62228,-4.20841,1.74014,29.45321,62.23296,-28.05420,-3.25867,1.56708,17.40148,108.79915,-1.30465,0.00988,3.58727,23.42135,107.35120,13.50884,2303.40734,496924.98687,1186.57415,257199.25988,556.35507,52044.07795,182.18991,3262.11187,36.73771,2560.83435,-29.66599,20.20429,30.70466,103.00000,167.51733,152.79332,86.72123,64.20397,   nan,   nan,   nan,   nan,   nan,
08164000,28.959980,-96.686370,6,1801.40104,0.07929,0.01614,10.33872,155.36390,50.00206,-60901.30320,-247.83216,0.85270,18.17508,122.39178,-13548.46658,-105.57197,2.27823,36.59495,203.16309,-1939.39098,-38.35847,3.45549,54.66628,403.08071,-1307.31379,-23.33275,10.51590,88.89702,388.81935,-170.98535,-8.20218,13.12895,66.82526,1694.88523,-0.10241,-0.23504,44.21694,84.33101,33.26783,-84.73690,8770.40018,5469008.83691,1823.82010,1123407.32427,741.84654,157072.65833,771.68023,57822.32034,287.75050,9263.20174,-59.68994,-93.21747,   nan,11.00000,27.34571,-0.10328,52.32232,91.13099,   nan,   nan,   nan,   nan,   nan,
